0	 -52.780853	 0.002095	 50.314465
1	 -54.365944	 0.001578	 251.572327
2	 -55.215302	 0.001434	 352.201263
3	 -54.128918	 0.001709	 352.201263
4	 -51.161522	 0.002561	 0.000000
5	 -56.817196	 0.001318	 50.314465
6	 -55.820099	 0.001317	 301.886780
7	 -58.717297	 0.000942	 150.943390
8	 -55.056194	 0.001615	 100.628929
9	 -57.963634	 0.000970	 704.402527
10	 -58.867207	 0.000964	 452.830200
11	 -56.044628	 0.001375	 352.201263
12	 -58.189903	 0.000994	 754.716980
13	 -60.028374	 0.000851	 603.773560
14	 -62.102509	 0.000638	 1408.805054
15	 -57.481842	 0.001093	 553.459106
16	 -57.780499	 0.001070	 503.144653
17	 -53.123550	 0.001836	 1106.918213
18	 -59.489227	 0.000845	 1257.861694
19	 -57.603333	 0.001055	 1056.603760
20	 -59.251812	 0.000944	 352.201263
21	 -57.802010	 0.001091	 654.088074
22	 -55.553467	 0.001430	 301.886780
23	 -54.684235	 0.001536	 251.572327
24	 -54.750862	 0.001654	 100.628929
25	 -56.758747	 0.001303	 0.000000
26	 -52.750542	 0.002148	 452.830200
27	 -57.473541	 0.001222	 50.314465
28	 -55.573044	 0.001299	 1006.289307
29	 -60.259556	 0.000741	 603.773560
30	 -54.715782	 0.001620	 452.830200
31	 -57.049854	 0.001300	 50.314465
32	 -53.488266	 0.001838	 150.943390
33	 -59.152580	 0.000931	 251.572327
34	 -53.120323	 0.002067	 0.000000
35	 -62.651894	 0.000657	 251.572327
36	 -60.872723	 0.000700	 603.773560
37	 -57.144329	 0.001031	 1408.805054
38	 -57.220303	 0.001252	 50.314465
39	 -62.263897	 0.000643	 553.459106
40	 -59.366581	 0.000869	 452.830200
41	 -55.807575	 0.001510	 0.000000
42	 -62.987423	 0.000567	 603.773560
43	 -64.371223	 0.000487	 754.716980
44	 -62.261261	 0.000656	 352.201263
45	 -59.447758	 0.000967	 0.000000
46	 -38.569630	 0.007371	 754.716980
47	 -38.850159	 0.009574	 654.088074
48	 -30.079477	 0.023442	 855.345886
49	 -30.428438	 0.024450	 1006.289307
50	 -27.091578	 0.036946	 955.974854
51	 -24.744886	 0.048813	 1106.918213
52	 -25.396194	 0.045181	 1157.232666
53	 -28.009485	 0.034292	 553.459106
54	 -22.164612	 0.064767	 855.345886
55	 -22.422758	 0.064639	 1006.289307
56	 -23.157669	 0.059509	 905.660400
57	 -22.565756	 0.062986	 704.402527
58	 -22.420008	 0.063254	 754.716980
59	 -22.376488	 0.063754	 805.031433
60	 -23.476730	 0.056910	 704.402527
61	 -23.400047	 0.057360	 704.402527
62	 -25.275175	 0.044427	 855.345886
63	 -26.671486	 0.039444	 402.515717
64	 -26.509045	 0.036930	 553.459106
65	 -25.838676	 0.040831	 553.459106
66	 -27.357700	 0.033781	 704.402527
67	 -25.914671	 0.040079	 704.402527
68	 -26.235533	 0.038278	 553.459106
69	 -26.641661	 0.037372	 1106.918213
70	 -28.019955	 0.028419	 855.345886
71	 -27.197138	 0.035306	 754.716980
72	 -27.917971	 0.032020	 301.886780
73	 -30.915455	 0.022181	 905.660400
74	 -30.627897	 0.025521	 402.515717
75	 -33.888584	 0.017303	 352.201263
76	 -36.167957	 0.013133	 301.886780
77	 -37.754620	 0.011298	 301.886780
78	 -36.453571	 0.013660	 150.943390
79	 -35.973579	 0.014340	 100.628929
80	 -39.537052	 0.009161	 150.943390
81	 -42.882618	 0.006596	 100.628929
82	 -45.655907	 0.004657	 201.257858
83	 -42.596107	 0.006858	 100.628929
84	 -44.225246	 0.005313	 150.943390
85	 -44.403610	 0.005215	 301.886780
86	 -49.472477	 0.002785	 201.257858
87	 -51.957962	 0.002267	 553.459106
88	 -51.144318	 0.002383	 402.515717
89	 -51.340061	 0.002349	 452.830200
90	 -50.076084	 0.002526	 704.402527
91	 -50.147343	 0.002324	 1911.949707
92	 -52.342274	 0.001847	 2415.094238
93	 -50.355083	 0.002346	 3119.496826
94	 -50.519276	 0.002335	 3874.213867
95	 -51.106304	 0.002183	 3723.270508
96	 -50.886250	 0.002314	 4779.874023
97	 -50.096466	 0.002443	 5081.761230
98	 -52.880154	 0.001713	 3371.069092
99	 -56.564301	 0.001175	 2364.779785
100	 -59.822880	 0.000814	 2012.578613
101	 -55.477257	 0.001391	 1257.861694
102	 -59.727516	 0.000799	 1459.119507
103	 -59.197571	 0.000859	 1660.377319
104	 -63.227978	 0.000573	 1358.490601
105	 -60.790615	 0.000746	 1358.490601
106	 -63.775185	 0.000539	 1459.119507
107	 -63.024750	 0.000574	 1207.547119
108	 -62.881355	 0.000542	 1459.119507
109	 -55.786427	 0.001245	 1610.062866
110	 -48.945930	 0.002524	 905.660400
111	 -43.272076	 0.006211	 150.943390
112	 -40.892284	 0.007640	 150.943390
113	 -39.280144	 0.009138	 352.201263
114	 -38.067558	 0.011053	 301.886780
115	 -39.997009	 0.008719	 201.257858
116	 -42.388874	 0.006288	 201.257858
117	 -42.997601	 0.006216	 150.943390
118	 -39.816277	 0.009163	 100.628929
119	 -40.281551	 0.008649	 150.943390
120	 -43.901047	 0.005332	 150.943390
121	 -46.984711	 0.003655	 150.943390
122	 -50.951725	 0.002548	 150.943390
123	 -49.189137	 0.003153	 100.628929
124	 -49.399277	 0.002865	 150.943390
125	 -49.263996	 0.002739	 201.257858
126	 -52.615891	 0.002069	 251.572327
127	 -40.229424	 0.007538	 251.572327
128	 -35.276089	 0.014034	 955.974854
129	 -34.054203	 0.016591	 1006.289307
130	 -33.181740	 0.018649	 654.088074
131	 -32.159698	 0.020774	 553.459106
132	 -32.055859	 0.021232	 603.773560
133	 -32.744312	 0.018449	 805.031433
134	 -33.946114	 0.015426	 1056.603760
135	 -35.054710	 0.014200	 955.974854
136	 -36.313614	 0.012173	 1106.918213
137	 -36.631954	 0.012244	 1056.603760
138	 -37.326725	 0.011084	 955.974854
139	 -39.268444	 0.008797	 704.402527
140	 -38.199150	 0.010193	 654.088074
141	 -39.201347	 0.009012	 754.716980
142	 -41.602245	 0.006887	 603.773560
143	 -42.515392	 0.005849	 805.031433
144	 -42.160458	 0.006132	 905.660400
145	 -41.004196	 0.007318	 855.345886
146	 -41.164581	 0.007112	 1006.289307
147	 -40.726971	 0.007292	 1106.918213
148	 -40.470024	 0.007675	 1006.289307
149	 -39.620541	 0.008366	 905.660400
150	 -41.708923	 0.006720	 704.402527
151	 -41.618954	 0.006669	 1056.603760
152	 -41.656448	 0.006848	 603.773560
153	 -41.690529	 0.007032	 603.773560
154	 -42.457844	 0.006561	 301.886780
155	 -42.526901	 0.006232	 503.144653
156	 -44.136646	 0.004943	 603.773560
157	 -44.575161	 0.004861	 452.830200
158	 -43.341854	 0.005841	 452.830200
159	 -45.121201	 0.004783	 100.628929
160	 -43.618725	 0.005539	 603.773560
161	 -46.728298	 0.003932	 955.974854
162	 -48.870827	 0.002697	 955.974854
163	 -49.331467	 0.002664	 1056.603760
164	 -47.979858	 0.003239	 955.974854
165	 -48.197845	 0.003320	 1056.603760
166	 -50.429638	 0.002508	 1056.603760
167	 -52.572769	 0.001955	 1106.918213
168	 -53.670853	 0.001708	 704.402527
169	 -52.700531	 0.001826	 1106.918213
170	 -55.653767	 0.001342	 1157.232666
171	 -57.377930	 0.001130	 805.031433
172	 -59.007572	 0.000907	 855.345886
173	 -54.183750	 0.001599	 452.830200
174	 -58.784164	 0.000952	 654.088074
175	 -57.892490	 0.001025	 905.660400
176	 -63.021202	 0.000549	 855.345886
177	 -59.580254	 0.000899	 251.572327
178	 -62.243385	 0.000648	 452.830200
179	 -64.368668	 0.000492	 1106.918213
180	 -58.951771	 0.000974	 201.257858
181	 -58.171612	 0.001104	 50.314465
182	 -63.333271	 0.000505	 654.088074
